[LOAD] No existing Qwen features found in data/qwen_depth1. Computing from scratch...                 
-> data/toys_games.json.gz already exists. Skipping download.                                         
Loading weights: 100%|█████████████████████████████████████████████| 310/310 [00:00<00:00, 990.46it/s]
                                                                                                      
[ENCODE] Qwen encoding 317329 documents...                                                            
Batches:  63%|███████████████████████████████▎                  | 6213/9917 [1:32:05<21:51,  2.82it/s]
Batches: 100%|██████████████████████████████████████████████████| 9917/9917 [1:47:09<00:00,  1.54it/s]
[ENCODE] Qwen done in 6435.84s -> matrix (317329, 1024)                                               
                                                                                                      
[SAVE] Qwen matrix: (317329, 1024) -> data/qwen_depth1                                                
[SAVE] Split indices: train=222130, test=95199 -> data/qwen_depth1                                    
                                                                                                      
[LOAD] Loading split indices from data/qwen_depth1                                                    
                                                                                                      
[TRAINING] Starting MLP training on QWEN features using device: cuda                                  
                                                                                                      
[DATA INFO] 18 classes.                                                                               
['Action Figures & Statues' 'Arts & Crafts' 'Baby & Toddler Toys'                                     
 'Building Toys' 'Dolls & Accessories' 'Dress Up & Pretend Play'                                      
 'Electronics for Kids' 'Games' 'Grown-Up Toys' 'Hobbies'                                             
 'Learning & Education' 'Novelty & Gag Toys' 'Party Supplies' 'Puzzles'                               
 'Sports & Outdoor Play' 'Stuffed Animals & Plush'                                                    
[EPOCH 17] train_loss=1.7265 val_loss=1.6168 val_acc=0.6440 epoch_time=0.03s total=0.52s *            
[EPOCH 18] train_loss=1.6448 val_loss=1.5363 val_acc=0.6477 epoch_time=0.03s total=0.55s *            
[EPOCH 19] train_loss=1.5687 val_loss=1.4631 val_acc=0.6515 epoch_time=0.03s total=0.58s *            
[EPOCH 20] train_loss=1.5000 val_loss=1.3968 val_acc=0.6564 epoch_time=0.03s total=0.61s *            
[EPOCH 21] train_loss=1.4380 val_loss=1.3361 val_acc=0.6627 epoch_time=0.03s total=0.64s *            
[EPOCH 22] train_loss=1.3827 val_loss=1.2808 val_acc=0.6709 epoch_time=0.03s total=0.67s *            
[EPOCH 23] train_loss=1.3314 val_loss=1.2321 val_acc=0.6785 epoch_time=0.03s total=0.70s *            
[EPOCH 24] train_loss=1.2873 val_loss=1.1909 val_acc=0.6845 epoch_time=0.03s total=0.73s *            
[EPOCH 25] train_loss=1.2503 val_loss=1.1562 val_acc=0.6900 epoch_time=0.03s total=0.76s *            
[EPOCH 26] train_loss=1.2187 val_loss=1.1262 val_acc=0.6946 epoch_time=0.03s total=0.79s *            
[EPOCH 27] train_loss=1.1921 val_loss=1.1001 val_acc=0.6981 epoch_time=0.03s total=0.82s *            
[EPOCH 28] train_loss=1.1672 val_loss=1.0784 val_acc=0.6992 epoch_time=0.03s total=0.85s *            
[EPOCH 29] train_loss=1.1475 val_loss=1.0609 val_acc=0.7014 epoch_time=0.03s total=0.88s *            
[EPOCH 30] train_loss=1.1281 val_loss=1.0464 val_acc=0.7026 epoch_time=0.03s total=0.91s *            
[EPOCH 31] train_loss=1.1169 val_loss=1.0336 val_acc=0.7042 epoch_time=0.03s total=0.94s *            
[EPOCH 32] train_loss=1.1031 val_loss=1.0222 val_acc=0.7063 epoch_time=0.03s total=0.97s *            
[EPOCH 33] train_loss=1.0918 val_loss=1.0127 val_acc=0.7085 epoch_time=0.03s total=1.00s *            
[EPOCH 34] train_loss=1.0816 val_loss=1.0049 val_acc=0.7100 epoch_time=0.03s total=1.03s *            
[EPOCH 35] train_loss=1.0745 val_loss=0.9985 val_acc=0.7118 epoch_time=0.03s total=1.06s *            
[EPOCH 36] train_loss=1.0693 val_loss=0.9928 val_acc=0.7136 epoch_time=0.03s total=1.09s *            
[EPOCH 37] train_loss=1.0608 val_loss=0.9878 val_acc=0.7146 epoch_time=0.03s total=1.12s *            
[EPOCH 38] train_loss=1.0565 val_loss=0.9837 val_acc=0.7155 epoch_time=0.03s total=1.15s *            
[EPOCH 39] train_loss=1.0493 val_loss=0.9803 val_acc=0.7159 epoch_time=0.03s total=1.18s *            
[EPOCH 40] train_loss=1.0455 val_loss=0.9776 val_acc=0.7165 epoch_time=0.03s total=1.21s *            
[EPOCH 41] train_loss=1.0411 val_loss=0.9750 val_acc=0.7170 epoch_time=0.03s total=1.24s *            
[EPOCH 42] train_loss=1.0363 val_loss=0.9727 val_acc=0.7173 epoch_time=0.03s total=1.27s *            
[EPOCH 43] train_loss=1.0329 val_loss=0.9707 val_acc=0.7181 epoch_time=0.03s total=1.30s *            
[EPOCH 44] train_loss=1.0294 val_loss=0.9690 val_acc=0.7189 epoch_time=0.03s total=1.33s *            
[EPOCH 45] train_loss=1.0262 val_loss=0.9677 val_acc=0.7192 epoch_time=0.03s total=1.36s *            
[EPOCH 46] train_loss=1.0241 val_loss=0.9663 val_acc=0.7197 epoch_time=0.03s total=1.39s *            
[EPOCH 47] train_loss=1.0227 val_loss=0.9650 val_acc=0.7206 epoch_time=0.03s total=1.42s *            
[EPOCH 48] train_loss=1.0182 val_loss=0.9638 val_acc=0.7209 epoch_time=0.03s total=1.45s *            
[EPOCH 49] train_loss=1.0186 val_loss=0.9626 val_acc=0.7211 epoch_time=0.03s total=1.48s *            
[EPOCH 50] train_loss=1.0152 val_loss=0.9614 val_acc=0.7214 epoch_time=0.03s total=1.51s *            
[EPOCH 51] train_loss=1.0135 val_loss=0.9600 val_acc=0.7219 epoch_time=0.03s total=1.54s *            
[EPOCH 52] train_loss=1.0114 val_loss=0.9585 val_acc=0.7220 epoch_time=0.03s total=1.57s *            
[EPOCH 53] train_loss=1.0094 val_loss=0.9570 val_acc=0.7218 epoch_time=0.03s total=1.60s *            
[EPOCH 54] train_loss=1.0068 val_loss=0.9555 val_acc=0.7221 epoch_time=0.03s total=1.63s *            
[EPOCH 55] train_loss=1.0061 val_loss=0.9539 val_acc=0.7227 epoch_time=0.03s total=1.66s *            
[EPOCH 56] train_loss=1.0046 val_loss=0.9524 val_acc=0.7228 epoch_time=0.03s total=1.69s *            
[EPOCH 57] train_loss=1.0022 val_loss=0.9510 val_acc=0.7231 epoch_time=0.03s total=1.72s *            
[EPOCH 58] train_loss=1.0023 val_loss=0.9496 val_acc=0.7234 epoch_time=0.03s total=1.75s *            
[EPOCH 59] train_loss=0.9988 val_loss=0.9483 val_acc=0.7236 epoch_time=0.03s total=1.78s * 
[EPOCH 60] train_loss=0.9989 val_loss=0.9471 val_acc=0.7241 epoch_time=0.03s total=1.81s *            
[EPOCH 61] train_loss=0.9978 val_loss=0.9460 val_acc=0.7243 epoch_time=0.03s total=1.84s *            
[EPOCH 62] train_loss=0.9961 val_loss=0.9450 val_acc=0.7244 epoch_time=0.03s total=1.87s *            
[EPOCH 63] train_loss=0.9942 val_loss=0.9441 val_acc=0.7246 epoch_time=0.03s total=1.90s *            
[EPOCH 64] train_loss=0.9951 val_loss=0.9433 val_acc=0.7248 epoch_time=0.03s total=1.93s *            
[EPOCH 65] train_loss=0.9946 val_loss=0.9426 val_acc=0.7251 epoch_time=0.03s total=1.96s *            
[EPOCH 66] train_loss=0.9928 val_loss=0.9420 val_acc=0.7256 epoch_time=0.03s total=1.98s *            
[EPOCH 67] train_loss=0.9927 val_loss=0.9415 val_acc=0.7258 epoch_time=0.03s total=2.01s *            
[EPOCH 68] train_loss=0.9917 val_loss=0.9410 val_acc=0.7258 epoch_time=0.03s total=2.04s *            
[EPOCH 69] train_loss=0.9921 val_loss=0.9406 val_acc=0.7259 epoch_time=0.03s total=2.07s *            
[EPOCH 70] train_loss=0.9910 val_loss=0.9402 val_acc=0.7263 epoch_time=0.03s total=2.10s *            
[EPOCH 71] train_loss=0.9913 val_loss=0.9399 val_acc=0.7264 epoch_time=0.03s total=2.13s *            
[EPOCH 72] train_loss=0.9907 val_loss=0.9395 val_acc=0.7265 epoch_time=0.03s total=2.16s *            
[EPOCH 73] train_loss=0.9910 val_loss=0.9392 val_acc=0.7265 epoch_time=0.03s total=2.19s *            
[EPOCH 74] train_loss=0.9893 val_loss=0.9388 val_acc=0.7268 epoch_time=0.03s total=2.22s *            
[EPOCH 75] train_loss=0.9906 val_loss=0.9385 val_acc=0.7268 epoch_time=0.03s total=2.25s *            
[EPOCH 76] train_loss=0.9901 val_loss=0.9381 val_acc=0.7269 epoch_time=0.03s total=2.28s *            
[EPOCH 77] train_loss=0.9883 val_loss=0.9378 val_acc=0.7270 epoch_time=0.03s total=2.31s *            
[EPOCH 78] train_loss=0.9876 val_loss=0.9375 val_acc=0.7270 epoch_time=0.03s total=2.34s *            
[EPOCH 79] train_loss=0.9883 val_loss=0.9373 val_acc=0.7271 epoch_time=0.03s total=2.37s *            
[EPOCH 80] train_loss=0.9863 val_loss=0.9370 val_acc=0.7274 epoch_time=0.03s total=2.40s *            
[EPOCH 81] train_loss=0.9858 val_loss=0.9366 val_acc=0.7274 epoch_time=0.03s total=2.43s *            
[EPOCH 82] train_loss=0.9880 val_loss=0.9363 val_acc=0.7275 epoch_time=0.03s total=2.46s *            
[EPOCH 83] train_loss=0.9862 val_loss=0.9360 val_acc=0.7276 epoch_time=0.03s total=2.49s *            
[EPOCH 84] train_loss=0.9861 val_loss=0.9356 val_acc=0.7280 epoch_time=0.03s total=2.52s *            
[EPOCH 85] train_loss=0.9856 val_loss=0.9353 val_acc=0.7281 epoch_time=0.03s total=2.55s *            
[EPOCH 86] train_loss=0.9857 val_loss=0.9350 val_acc=0.7283 epoch_time=0.03s total=2.58s *            
[EPOCH 87] train_loss=0.9845 val_loss=0.9348 val_acc=0.7282 epoch_time=0.03s total=2.61s *            
[EPOCH 88] train_loss=0.9847 val_loss=0.9346 val_acc=0.7280 epoch_time=0.03s total=2.64s *            
[EPOCH 89] train_loss=0.9837 val_loss=0.9344 val_acc=0.7280 epoch_time=0.03s total=2.67s *            
[EPOCH 90] train_loss=0.9847 val_loss=0.9342 val_acc=0.7279 epoch_time=0.03s total=2.70s *            
[EPOCH 91] train_loss=0.9843 val_loss=0.9340 val_acc=0.7279 epoch_time=0.03s total=2.73s *            
[EPOCH 92] train_loss=0.9835 val_loss=0.9338 val_acc=0.7280 epoch_time=0.03s total=2.76s *            
[EPOCH 93] train_loss=0.9831 val_loss=0.9335 val_acc=0.7282 epoch_time=0.03s total=2.79s *            
[EPOCH 94] train_loss=0.9826 val_loss=0.9332 val_acc=0.7283 epoch_time=0.03s total=2.82s *            
[EPOCH 95] train_loss=0.9832 val_loss=0.9330 val_acc=0.7283 epoch_time=0.03s total=2.85s *            
[EPOCH 96] train_loss=0.9833 val_loss=0.9327 val_acc=0.7283 epoch_time=0.03s total=2.88s *            
[EPOCH 97] train_loss=0.9809 val_loss=0.9325 val_acc=0.7282 epoch_time=0.03s total=2.91s *            
[EPOCH 98] train_loss=0.9814 val_loss=0.9323 val_acc=0.7281 epoch_time=0.03s total=2.94s *            
[EPOCH 99] train_loss=0.9814 val_loss=0.9322 val_acc=0.7282 epoch_time=0.03s total=2.97s *            
[EPOCH 100] train_loss=0.9801 val_loss=0.9320 val_acc=0.7282 epoch_time=0.03s total=3.00s *           
[EPOCH 101] train_loss=0.9804 val_loss=0.9317 val_acc=0.7287 epoch_time=0.03s total=3.03s *           
[EPOCH 102] train_loss=0.9800 val_loss=0.9314 val_acc=0.7286 epoch_time=0.03s total=3.06s *           
[EPOCH 103] train_loss=0.9794 val_loss=0.9312 val_acc=0.7287 epoch_time=0.03s total=3.09s *           
[EPOCH 104] train_loss=0.9795 val_loss=0.9310 val_acc=0.7287 epoch_time=0.03s total=3.12s *           
[EPOCH 105] train_loss=0.9796 val_loss=0.9308 val_acc=0.7287 epoch_time=0.03s total=3.15s *           
[EPOCH 106] train_loss=0.9809 val_loss=0.9308 val_acc=0.7288 epoch_time=0.03s total=3.18s             
[EPOCH 107] train_loss=0.9795 val_loss=0.9306 val_acc=0.7287 epoch_time=0.03s total=3.21s *           
[EPOCH 108] train_loss=0.9782 val_loss=0.9302 val_acc=0.7289 epoch_time=0.03s total=3.24s *           
[EPOCH 109] train_loss=0.9785 val_loss=0.9299 val_acc=0.7290 epoch_time=0.03s total=3.27s *           
[EPOCH 110] train_loss=0.9781 val_loss=0.9297 val_acc=0.7292 epoch_time=0.03s total=3.30s *           
[EPOCH 111] train_loss=0.9782 val_loss=0.9296 val_acc=0.7294 epoch_time=0.03s total=3.33s *
[EPOCH 112] train_loss=0.9774 val_loss=0.9295 val_acc=0.7294 epoch_time=0.03s total=3.36s *
[EPOCH 113] train_loss=0.9773 val_loss=0.9293 val_acc=0.7292 epoch_time=0.03s total=3.39s *
[EPOCH 114] train_loss=0.9784 val_loss=0.9292 val_acc=0.7291 epoch_time=0.03s total=3.42s *
[EPOCH 115] train_loss=0.9783 val_loss=0.9289 val_acc=0.7291 epoch_time=0.03s total=3.45s *
[EPOCH 116] train_loss=0.9774 val_loss=0.9287 val_acc=0.7293 epoch_time=0.03s total=3.48s *           
[EPOCH 117] train_loss=0.9764 val_loss=0.9285 val_acc=0.7294 epoch_time=0.03s total=3.51s *           
[EPOCH 118] train_loss=0.9759 val_loss=0.9283 val_acc=0.7293 epoch_time=0.03s total=3.54s *           
[EPOCH 119] train_loss=0.9758 val_loss=0.9281 val_acc=0.7292 epoch_time=0.03s total=3.57s *           
[EPOCH 120] train_loss=0.9763 val_loss=0.9279 val_acc=0.7292 epoch_time=0.03s total=3.60s *           
[EPOCH 121] train_loss=0.9756 val_loss=0.9278 val_acc=0.7294 epoch_time=0.03s total=3.63s *           
[EPOCH 122] train_loss=0.9752 val_loss=0.9276 val_acc=0.7296 epoch_time=0.03s total=3.66s *           
[EPOCH 123] train_loss=0.9745 val_loss=0.9274 val_acc=0.7296 epoch_time=0.03s total=3.69s *           
[EPOCH 124] train_loss=0.9749 val_loss=0.9271 val_acc=0.7296 epoch_time=0.03s total=3.72s *           
[EPOCH 125] train_loss=0.9743 val_loss=0.9269 val_acc=0.7299 epoch_time=0.03s total=3.75s *           
[EPOCH 126] train_loss=0.9748 val_loss=0.9267 val_acc=0.7300 epoch_time=0.03s total=3.78s *           
[EPOCH 127] train_loss=0.9727 val_loss=0.9265 val_acc=0.7300 epoch_time=0.03s total=3.81s *           
[EPOCH 128] train_loss=0.9739 val_loss=0.9264 val_acc=0.7299 epoch_time=0.03s total=3.84s *           
[EPOCH 129] train_loss=0.9736 val_loss=0.9262 val_acc=0.7300 epoch_time=0.03s total=3.87s *           
[EPOCH 130] train_loss=0.9727 val_loss=0.9261 val_acc=0.7302 epoch_time=0.03s total=3.90s *           
[EPOCH 131] train_loss=0.9735 val_loss=0.9260 val_acc=0.7303 epoch_time=0.03s total=3.93s *           
[EPOCH 132] train_loss=0.9735 val_loss=0.9259 val_acc=0.7303 epoch_time=0.03s total=3.96s             
[EPOCH 133] train_loss=0.9744 val_loss=0.9258 val_acc=0.7303 epoch_time=0.03s total=3.99s *           
[EPOCH 134] train_loss=0.9713 val_loss=0.9257 val_acc=0.7300 epoch_time=0.03s total=4.02s             
[EPOCH 135] train_loss=0.9733 val_loss=0.9256 val_acc=0.7299 epoch_time=0.03s total=4.05s *           
[EPOCH 136] train_loss=0.9743 val_loss=0.9254 val_acc=0.7300 epoch_time=0.03s total=4.08s *           
[EPOCH 137] train_loss=0.9726 val_loss=0.9253 val_acc=0.7298 epoch_time=0.03s total=4.11s *           
[EPOCH 138] train_loss=0.9733 val_loss=0.9252 val_acc=0.7300 epoch_time=0.03s total=4.14s *           
[EPOCH 139] train_loss=0.9723 val_loss=0.9251 val_acc=0.7302 epoch_time=0.03s total=4.17s *           
[EPOCH 140] train_loss=0.9716 val_loss=0.9249 val_acc=0.7302 epoch_time=0.03s total=4.20s *           
[EPOCH 141] train_loss=0.9735 val_loss=0.9249 val_acc=0.7301 epoch_time=0.03s total=4.23s             
[EPOCH 142] train_loss=0.9719 val_loss=0.9248 val_acc=0.7299 epoch_time=0.03s total=4.26s             
[EPOCH 143] train_loss=0.9717 val_loss=0.9248 val_acc=0.7301 epoch_time=0.03s total=4.29s             
[EPOCH 144] train_loss=0.9721 val_loss=0.9247 val_acc=0.7304 epoch_time=0.03s total=4.32s *           
[EPOCH 145] train_loss=0.9711 val_loss=0.9246 val_acc=0.7304 epoch_time=0.03s total=4.35s *           
[EPOCH 146] train_loss=0.9706 val_loss=0.9244 val_acc=0.7305 epoch_time=0.03s total=4.38s *           
[EPOCH 147] train_loss=0.9708 val_loss=0.9242 val_acc=0.7307 epoch_time=0.03s total=4.41s *           
[EPOCH 148] train_loss=0.9708 val_loss=0.9240 val_acc=0.7307 epoch_time=0.03s total=4.44s *           
[EPOCH 149] train_loss=0.9694 val_loss=0.9238 val_acc=0.7306 epoch_time=0.03s total=4.47s *           
[EPOCH 150] train_loss=0.9696 val_loss=0.9237 val_acc=0.7309 epoch_time=0.03s total=4.50s *           
[EPOCH 151] train_loss=0.9698 val_loss=0.9235 val_acc=0.7308 epoch_time=0.03s total=4.53s *           
[EPOCH 152] train_loss=0.9697 val_loss=0.9233 val_acc=0.7308 epoch_time=0.03s total=4.56s *           
[EPOCH 153] train_loss=0.9708 val_loss=0.9232 val_acc=0.7309 epoch_time=0.03s total=4.59s *           
[EPOCH 154] train_loss=0.9698 val_loss=0.9231 val_acc=0.7311 epoch_time=0.03s total=4.62s             
[EPOCH 155] train_loss=0.9709 val_loss=0.9230 val_acc=0.7310 epoch_time=0.03s total=4.65s *           
[EPOCH 156] train_loss=0.9693 val_loss=0.9229 val_acc=0.7312 epoch_time=0.03s total=4.68s             
[EPOCH 157] train_loss=0.9697 val_loss=0.9228 val_acc=0.7311 epoch_time=0.03s total=4.71s *           
[EPOCH 158] train_loss=0.9691 val_loss=0.9228 val_acc=0.7309 epoch_time=0.03s total=4.74s             
[EPOCH 159] train_loss=0.9695 val_loss=0.9228 val_acc=0.7311 epoch_time=0.03s total=4.77s             
[EPOCH 160] train_loss=0.9687 val_loss=0.9227 val_acc=0.7311 epoch_time=0.03s total=4.79s *           
[EPOCH 161] train_loss=0.9693 val_loss=0.9226 val_acc=0.7312 epoch_time=0.03s total=4.82s *           
[EPOCH 162] train_loss=0.9696 val_loss=0.9225 val_acc=0.7313 epoch_time=0.03s total=4.85s *           
[EPOCH 163] train_loss=0.9690 val_loss=0.9223 val_acc=0.7312 epoch_time=0.03s total=4.88s *           
[EPOCH 164] train_loss=0.9676 val_loss=0.9222 val_acc=0.7310 epoch_time=0.03s total=4.91s *           
[EPOCH 165] train_loss=0.9684 val_loss=0.9220 val_acc=0.7313 epoch_time=0.03s total=4.94s *           
[EPOCH 166] train_loss=0.9687 val_loss=0.9220 val_acc=0.7312 epoch_time=0.03s total=4.97s             
[EPOCH 167] train_loss=0.9677 val_loss=0.9219 val_acc=0.7312 epoch_time=0.03s total=5.00s *
[EPOCH 168] train_loss=0.9678 val_loss=0.9218 val_acc=0.7314 epoch_time=0.03s total=5.03s             
[EPOCH 169] train_loss=0.9682 val_loss=0.9217 val_acc=0.7311 epoch_time=0.03s total=5.06s *           
[EPOCH 170] train_loss=0.9682 val_loss=0.9216 val_acc=0.7310 epoch_time=0.03s total=5.09s *           
[EPOCH 171] train_loss=0.9676 val_loss=0.9215 val_acc=0.7313 epoch_time=0.03s total=5.12s *           
[EPOCH 172] train_loss=0.9669 val_loss=0.9214 val_acc=0.7315 epoch_time=0.03s total=5.15s             
[EPOCH 173] train_loss=0.9670 val_loss=0.9213 val_acc=0.7315 epoch_time=0.03s total=5.18s *           
[EPOCH 174] train_loss=0.9671 val_loss=0.9212 val_acc=0.7314 epoch_time=0.03s total=5.21s *           
[EPOCH 175] train_loss=0.9677 val_loss=0.9211 val_acc=0.7311 epoch_time=0.03s total=5.24s *           
[EPOCH 176] train_loss=0.9679 val_loss=0.9209 val_acc=0.7312 epoch_time=0.03s total=5.27s *           
[EPOCH 177] train_loss=0.9666 val_loss=0.9206 val_acc=0.7313 epoch_time=0.03s total=5.30s *           
[EPOCH 178] train_loss=0.9675 val_loss=0.9205 val_acc=0.7313 epoch_time=0.03s total=5.33s *           
[EPOCH 179] train_loss=0.9665 val_loss=0.9204 val_acc=0.7313 epoch_time=0.03s total=5.36s             
[EPOCH 180] train_loss=0.9665 val_loss=0.9204 val_acc=0.7313 epoch_time=0.03s total=5.39s *           
[EPOCH 181] train_loss=0.9661 val_loss=0.9203 val_acc=0.7314 epoch_time=0.03s total=5.42s *           
[EPOCH 182] train_loss=0.9663 val_loss=0.9202 val_acc=0.7316 epoch_time=0.03s total=5.45s             
[EPOCH 183] train_loss=0.9661 val_loss=0.9201 val_acc=0.7317 epoch_time=0.03s total=5.48s *           
[EPOCH 184] train_loss=0.9668 val_loss=0.9200 val_acc=0.7316 epoch_time=0.03s total=5.51s             
[EPOCH 185] train_loss=0.9654 val_loss=0.9199 val_acc=0.7318 epoch_time=0.03s total=5.54s *           
[EPOCH 186] train_loss=0.9654 val_loss=0.9199 val_acc=0.7317 epoch_time=0.03s total=5.57s             
[EPOCH 187] train_loss=0.9657 val_loss=0.9198 val_acc=0.7320 epoch_time=0.03s total=5.60s *           
[EPOCH 188] train_loss=0.9658 val_loss=0.9197 val_acc=0.7320 epoch_time=0.03s total=5.63s *           
[EPOCH 189] train_loss=0.9652 val_loss=0.9195 val_acc=0.7322 epoch_time=0.03s total=5.66s *           
[EPOCH 190] train_loss=0.9655 val_loss=0.9194 val_acc=0.7322 epoch_time=0.03s total=5.69s *           
[EPOCH 191] train_loss=0.9638 val_loss=0.9192 val_acc=0.7321 epoch_time=0.03s total=5.72s *           
[EPOCH 192] train_loss=0.9661 val_loss=0.9191 val_acc=0.7319 epoch_time=0.03s total=5.75s *           
[EPOCH 193] train_loss=0.9645 val_loss=0.9190 val_acc=0.7321 epoch_time=0.03s total=5.78s             
[EPOCH 194] train_loss=0.9649 val_loss=0.9189 val_acc=0.7321 epoch_time=0.03s total=5.81s *           
[EPOCH 195] train_loss=0.9644 val_loss=0.9188 val_acc=0.7322 epoch_time=0.03s total=5.84s             
[EPOCH 196] train_loss=0.9645 val_loss=0.9188 val_acc=0.7318 epoch_time=0.03s total=5.87s *           
[EPOCH 197] train_loss=0.9629 val_loss=0.9187 val_acc=0.7319 epoch_time=0.03s total=5.90s             
[EPOCH 198] train_loss=0.9640 val_loss=0.9186 val_acc=0.7320 epoch_time=0.03s total=5.93s *           
[EPOCH 199] train_loss=0.9647 val_loss=0.9185 val_acc=0.7322 epoch_time=0.03s total=5.96s *           
[EPOCH 200] train_loss=0.9644 val_loss=0.9184 val_acc=0.7323 epoch_time=0.03s total=5.99s *           
                                                                                                      
[TRAINING] Completed in 5.99s (restored weights from epoch 200, val_loss=0.9184)                      
----------------------------------------                                                              
[SCORES] MLP - Encoder: QWEN                                                                          
Accuracy:    0.7354                                                                                   
Macro F1:    0.6337                                                                                   
Weighted F1: 0.7164                                                                                   
----------------------------------------
